"","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"648","26","Jimmy Ward","1906-09-01","1990-11-15","84","1928","1939","RW","528","147","128","275","","463","","","","","",""
"649","27","Nick Wasnie","1904-01-01","1991-05-26","87","1928","1935","RW","246","57","34","91","","178","","","","","",""
"650","28","Phil Watson","1914-04-24","1991-02-01","76","1936","1948","RW/C","591","145","265","410","","562","","","","","",""
"651","29","Ken Yackel","1932-03-05","1991-07-12","59","1959","1959","RW","6","0","0","0","","2","","","","","",""
"652","1","Bill Allum","1916-10-09","1992-03-14","75","1941","1941","D","1","0","1","1","","0","","","","","",""
"653","2","Ace Bailey","1903-07-03","1992-04-07","88","1927","1934","RW","316","111","81","192","","488","","","","","",""
"654","3","Walt Buswell","1907-11-06","1991-10-16","83","1933","1940","D","368","10","41","51","","164","","","","","",""
"655","4","Larry Cahan","1933-12-25","1992-06-25","58","1955","1971","D","671","38","92","130","-205","696","","","","","",""
"656","5","Leo Carbol","1908-06-05","1991-11-13","83","1943","1943","D","6","0","1","1","","4","","","","","",""
"657","6","Stan Crossett","1900-04-18","1992-07-26","92","1931","1931","D","21","0","0","0","","10","","","","","",""
"658","7","Frank Finnigan","1903-07-09","1991-12-25","88","1924","1937","RW","554","116","94","210","","410","","","","","",""
"659","8","Bob Goldham","1922-05-12","1991-11-06","69","1942","1956","D","650","28","143","171","","402","","","","","",""
"660","9","Roger HÃ¤gglund","1961-07-02","1992-06-06","30","1985","1985","D","3","0","0","0","0","0","","","","","",""
"661","10","Bill Heindl","1946-05-13","1992-03-01","45","1971","1973","LW","18","2","1","3","0","0","","","","","",""
"662","11","Ron Howell","1935-12-04","1992-03-16","56","1955","1956","D/LW","3","0","0","0","","0","","","","","",""
"663","12","Frank Jerwa","1909-03-15","1992-08-06","83","1932","1935","LW/D","81","11","16","27","","51","","","","","",""
"664","13","Mike Karakas","1911-12-12","1992-05-02","80","1936","1946","G","336","0","1","1","","4","336","114","169","53","","2.91"
"665","14","Wally Kilrea","1909-02-18","1992-07-03","83","1930","1938","RW/C","325","35","58","93","","91","","","","","",""
"666","15","John Kordic","1965-03-22","1992-08-08","27","1986","1992","RW","244","17","18","35","-30","997","","","","","",""
"667","16","Michel Larocque","1952-04-06","1992-07-29","40","1974","1984","G","312","0","18","18","0","18","312","160","89","45",".882","3.34"
"668","17","Ken McAuley","1921-01-09","1992-06-18","71","1944","1945","G","96","0","0","0","","0","96","17","64","15","","5.61"
"669","18","Tom McCarthy","1934-09-15","1992-01-20","57","1957","1961","LW","60","8","9","17","-16","8","","","","","",""
"670","19","Bert Peer","1910-11-12","1992-07-19","81","1940","1940","RW","1","0","0","0","","0","","","","","",""
"671","20","Art Somers","1902-01-19","1992-01-29","90","1930","1935","C","222","33","56","89","","195","","","","","",""
"672","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"673","21","Art Strobel","1922-11-28","1991-10-11","68","1944","1944","LW","7","0","0","0","","0","","","","","",""
"674","22","Paul Thompson","1906-11-02","1991-09-13","84","1927","1939","LW","582","153","178","331","","346","","","","","",""
"675","23","Wes Trainor","1922-09-11","1991-11-21","69","1949","1949","C/LW","17","1","2","3","","6","","","","","",""
"676","24","Eddie Wares","1915-03-19","1992-02-29","76","1937","1947","D/RW","324","60","102","162","","161","","","","","",""
"677","25","Tommy Williams","1940-04-17","1992-02-08","51","1962","1976","RW","664","161","269","430","-205","173","","","","","",""
"678","1","John Brackenborough","1897-02-09","1993-07-08","96","1926","1926","LW/C","7","0","0","0","","0","","","","","",""
"679","2","Russ Brayshaw","1918-01-17","1993-02-26","75","1945","1945","LW","43","5","9","14","","24","","","","","",""
"680","3","Jack Caffery","1934-06-30","1992-12-02","58","1955","1958","C","57","3","2","5","","22","","","","","",""
"681","4","Scotty Cameron","1921-11-05","1993-04-12","71","1943","1943","C","35","8","11","19","","0","","","","","",""
"682","5","Les Cunningham","1913-10-04","1993-04-09","79","1937","1940","C","60","7","19","26","","21","","","","","",""
"683","6","Archie Fraser","1914-02-09","1993-08-02","79","1944","1944","C","3","0","1","1","","0","","","","","",""
"684","7","Fern Gauthier","1919-08-31","1992-11-07","73","1944","1949","RW","229","46","51","97","","33","","","","","",""
"685","8","Danny Johnson","1944-10-01","1993-03-06","48","1970","1972","C","120","18","19","37","-20","24","","","","","",""
"686","9","Leo Lafrance","1902-11-03","1993-04-07","90","1927","1928","LW","34","2","0","2","","6","","","","","",""
"687","10","Ian MacIntosh","1927-06-10","1993-06-30","66","1953","1953","RW","4","0","0","0","","4","","","","","",""
"688","11","Hazen McAndrew","1917-08-07","1993-08-27","76","1942","1942","D","7","0","1","1","","6","","","","","",""
"689","12","Bob McCulley","1912-02-08","1993-08-15","81","1935","1935","RW/D","1","0","0","0","","0","","","","","",""
"690","13","Jimmy Orlando","1916-02-27","1992-10-24","76","1937","1943","D","199","6","25","31","","415","","","","","",""
"691","14","Armand Raymond","1913-01-12","1993-01-22","80","1938","1940","D","22","0","3","3","","14","","","","","",""
"692","15","Terry Reardon","1919-04-06","1993-02-14","73","1939","1947","C/RW","194","47","53","100","","83","","","","","",""
"693","16","Fern Rivard","1946-01-18","1993-07-31","47","1969","1975","G","55","0","0","0","0","10","55","9","26","11",".882","3.99"
"694","17","Don Smillie","1910-09-13","1993-06-15","82","1934","1934","LW","12","2","2","4","","4","","","","","",""
"695","18","Frank Steele","1905-03-19","1992-12-03","87","1931","1931","RW/D","1","0","0","0","","2","","","","","",""
"696","19","Bill Thomson","1914-03-23","1993-08-06","79","1939","1944","C/RW","9","2","2","4","","0","","","","","",""
"697","20","Bobby Walton","1912-08-05","1992-09-03","80","1944","1944","C/RW","4","0","0","0","","0","","","","","",""
"698","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"699","21","Archie Wilcox","1903-05-09","1993-08-27","90","1930","1935","RW/D","208","8","14","22","","160","","","","","",""
"700","1","James Bedard","1927-11-19","1994-02-02","66","1950","1951","D","22","1","1","2","","8","","","","","",""
"701","2","Dick Behling","1916-03-16","1994-07-24","78","1941","1943","D","5","1","0","1","","0","","","","","",""
"702","3","Glenn Brydson","1910-11-07","1993-12-08","83","1931","1938","RW","299","54","79","133","","202","","","","","",""
"703","4","Al Buchanan","1927-05-17","1994-01-17","66","1949","1950","LW","4","0","1","1","","2","","","","","",""
"704","5","Eddie Burke","1907-06-03","1993-10-07","86","1932","1935","RW/C","106","29","20","49","","55","","","","","",""
"705","6","Bud Cook","1907-11-20","1993-11-13","85","1932","1935","C","50","5","4","9","","22","","","","","",""
"706","7","Andre Corriveau","1928-05-15","1993-10-01","65","1954","1954","RW","3","0","1","1","","0","","","","","",""
"707","8","Gerry Couture","1925-08-06","1994-07-13","68","1946","1954","RW","385","86","70","156","","87","","","","","",""
"708","9","Bill Cowley","1912-06-12","1993-12-31","81","1935","1947","C","549","195","354","549","","143","","","","","",""
"709","10","Hank D'Amore","1919-07-17","1994-05-12","74","1944","1944","C","4","1","0","1","","2","","","","","",""
"710","11","Harold Darragh","1902-09-13","1993-10-28","91","1926","1933","LW","307","68","49","117","","44","","","","","",""
"711","12","Frank Dunlap","1924-08-10","1993-10-26","69","1944","1944","W","5","0","1","1","","2","","","","","",""
"712","13","Henry Dyck","1912-09-05","1993-11-15","81","1944","1944","C/LW","1","0","0","0","","0","","","","","",""
"713","14","Tom Fowler","1924-05-18","1994-06-14","70","1947","1947","C","24","0","1","1","","18","","","","","",""
"714","15","Jimmy Franks","1914-11-08","1994-02-12","79","1938","1944","G","42","0","0","0","","0","42","12","23","7","","4.31"
"715","16","Jack Hamilton","1925-06-02","1994-04-01","68","1943","1946","C","102","28","32","60","","20","","","","","",""
"716","17","Roger Jenkins","1911-11-18","1994-05-04","82","1931","1939","RW/D","324","15","41","56","","251","1","0","1","0","","14.00"
"717","18","Virgil Johnson","1912-03-04","1993-09-09","81","1938","1945","D","76","1","11","12","","27","","","","","",""
"718","19","Joe Krol","1915-08-13","1993-10-26","78","1937","1942","LW","26","10","4","14","","8","","","","","",""
"719","20","Doug Lewis","1921-03-03","1994-08-10","73","1947","1947","LW","3","0","0","0","","0","","","","","",""
"720","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"721","21","Norm Mann","1914-03-03","1994-02-09","79","1939","1941","RW/C","31","0","3","3","","4","","","","","",""
"722","22","Jack McGill","1920-09-19","1994-01-13","73","1942","1947","C","98","23","36","59","","42","","","","","",""
"723","23","Bert McInenly","1906-05-06","1993-10-15","87","1931","1936","LW/D","166","19","15","34","","144","","","","","",""
"724","24","Bill Mosienko","1921-11-02","1994-07-09","72","1942","1955","RW","711","258","282","540","","133","","","","","",""
"725","25","Bob Taylor","1904-08-12","1993-12-12","89","1930","1930","RW","6","0","0","0","","4","","","","","",""
"726","26","Rhys Thomson","1918-08-09","1993-10-12","75","1940","1943","D","25","0","2","2","","38","","","","","",""
"727","27","Aud Tuten","1914-01-14","1994-05-07","80","1942","1943","D","39","4","8","12","","48","","","","","",""
"728","28","Carl Voss","1907-01-06","1993-09-13","86","1927","1938","C","264","34","71","105","","50","","","","","",""
"729","1","Viv Allen","1916-09-09","1995-08-15","78","1941","1941","RW","11","0","1","1","","0","","","","","",""
"730","2","Fred Bergdinon","1906-06-22","1995-03-18","88","1926","1926","RW","2","0","0","0","","0","","","","","",""
"731","3","Bill Beveridge","1909-07-01","1995-02-13","85","1930","1943","G","295","0","0","0","","0","295","87","166","41","","2.87"
"732","4","Toe Blake","1912-08-21","1995-05-17","82","1935","1948","LW","577","235","294","529","","282","","","","","",""
"733","5","Andy Branigan","1922-04-11","1995-04-13","73","1941","1942","D","27","1","2","3","","31","1","0","0","0","","0.00"
"734","6","Bobby Burns","1905-04-04","1995-08-12","90","1928","1930","LW","20","1","0","1","","2","","","","","",""
"735","7","Norm Burns","1918-02-20","1995-02-23","77","1942","1942","C","11","0","4","4","","2","","","","","",""
"736","8","Chick Chalmers","1934-01-24","1994-12-07","60","1954","1954","C","1","0","0","0","","0","","","","","",""
"737","9","Michael Colman","1968-08-04","1995-04-05","26","1992","1992","D","15","0","1","1","-8","32","","","","","",""
"738","10","Joffre Desilets","1915-04-16","1994-11-30","79","1936","1940","RW","192","37","45","82","","57","","","","","",""
"739","11","Lloyd Doran","1921-01-10","1995-06-10","74","1947","1947","C","24","3","2","5","","10","","","","","",""
"740","12","Irv Frew","1907-08-16","1995-04-02","87","1934","1936","D","96","2","5","7","","146","","","","","",""
"741","13","Ike Klingbeil","1908-11-03","1995-06-17","86","1937","1937","D","5","1","2","3","","2","","","","","",""
"742","14","Adie Lafrance","1912-01-13","1995-06-19","83","1934","1934","LW","3","0","0","0","","2","","","","","",""
"743","15","Norm Locking","1911-05-24","1995-05-15","83","1935","1936","LW/C","48","2","6","8","","26","","","","","",""
"744","16","Ralph MacSweyn","1942-09-08","1995-05-27","52","1968","1972","D","47","0","5","5","-3","10","","","","","",""
"745","17","Frank Mario","1921-02-25","1995-06-18","74","1942","1945","C","53","9","19","28","","24","","","","","",""
"746","18","Eddie Mazur","1929-07-25","1995-07-03","65","1954","1957","D/LW","107","8","20","28","","118","","","","","",""
"747","19","Paul Raymond","1913-02-27","1995-04-04","82","1933","1939","RW","76","2","3","5","","2","","","","","",""
"748","20","Bill Regan","1908-12-11","1995-02-16","86","1930","1933","D","66","3","2","5","","69","","","","","",""
"749","Rk","Name","Birth Date","Death Date","Age at Death","From","To","Pos","GP","G","A","PTS","+/-","PIM","GP","W","L","T/O","SV%","GAA"
"750","21","Gord Reid","1912-02-19","1994-11-12","82","1937","1937","D","1","0","0","0","","2","","","","","",""
"751","22","Bernie Ruelle","1920-11-23","1995-08-04","74","1944","1944","LW","2","1","0","1","","0","","","","","",""
"752","23","Brian Smith","1940-09-06","1995-08-02","54","1968","1969","LW","67","10","10","20","-5","33","","","","","",""
"753","24","J.C. Tremblay","1939-01-22","1994-12-07","55","1960","1972","D","796","57","306","363","244","206","","","","","",""
"754","25","Wally Wilson","1921-05-25","1995-08-15","74","1948","1948","C","53","11","8","19","","18","","","","","",""
"755","1","John Adams","1920-05-05","1996-08-21","76","1941","1941","LW","42","6","12","18","","9","","","","","",""
"756","2","Jeff Batters","1970-10-23","1996-08-23","25","1994","1995","D","16","0","0","0","-4","28","","","","","",""
"757","3","Frank Bennett","1922-03-04","1996-06-22","74","1944","1944","LW/D","7","0","1","1","","2","","","","","",""
"758","4","Jack Church","1915-05-24","1996-01-05","80","1939","1946","D","142","4","19","23","","154","","","","","",""
"759","5","D'arcy Coulson","1908-02-17","1996-04-13","88","1931","1931","D","28","0","0","0","","103","","","","","",""
"760","6","Roger Crozier","1942-03-16","1996-01-11","53","1964","1977","G","515","0","3","3","0","42","515","206","194","72",".903","3.04"
"761","7","Stewart Evans","1908-06-19","1996-06-02","87","1931","1939","D","367","28","49","77","","427","","","","","",""
"762","8","Bill Goldsworthy","1944-08-24","1996-03-29","51","1965","1978","RW","771","283","258","541","-108","796","","","","","",""
"763","9","Mel Hill","1914-02-15","1996-04-11","82","1938","1946","RW","324","89","108","197","","136","","","","","",""
"764","10","Bert Hirschfeld","1929-03-01","1996-07-03","67","1950","1951","LW","33","1","4","5","","2","","","","","",""
"765","11","Bill Kendall","1910-04-01","1996-04-11","86","1934","1938","RW","138","16","11","27","","28","","","","","",""
"766","12","Ray Kinsella","1911-01-27","1996-04-29","85","1931","1931","LW","14","0","0","0","","0","","","","","",""
"767","13","Jean Marois","1924-05-11","1996-01-03","71","1944","1954","G","3","0","0","0","","0","3","1","2","0","","5.00"
"768","14","Johnny Mowers","1916-10-29","1995-12-07","79","1941","1947","G","152","0","0","0","","2","152","65","61","26","","2.56"
"769","15","Bill Nyrop","1952-07-23","1996-01-01","43","1976","1982","D","207","12","51","63","133","101","","","","","",""
"770","16","Jack Portland","1912-07-30","1996-08-15","84","1934","1943","D","388","15","56","71","","325","","","","","",""
"771","17","Al Rollins","1926-10-09","1996-07-27","69","1950","1960","G","430","0","1","1","","43","430","140","206","82",".909","2.77"
"772","18","Gino Rozzini","1918-10-24","1996-04-18","77","1945","1945","C","31","5","10","15","","20","","","","","",""
"773","19","Frank Sheppard","1907-10-19","1996-02-20","88","1928","1928","C/LW","9","1","0","1","","0","","","","","",""
